user_id,Q1,Q2,Total Traffic(MB),Downlink Throughput(Kbps),Uplink Throughput(Kbps),Downlink TCP Retransmission Rate(%),Video Streaming Download Throughput(Kbps),Video Streaming xKB Start Delay(ms),Web Page Download Throughput(Kbps),Web Average TCP RTT(ms)
354,5,"1, 3",141.50687,1454.01,288.67,0.6,9095.75,992,2525.09,229
355,7,"2, 5",158.95849,829.81,60.58,5.8,1448.34,3840,1306.3,256
356,3,3,169.52335,386.36,72.38,4.46,906.91,2497,633.64,271
357,8,"4, 5",745.15866,3142.07,432.35,0.89,3749.49,1356,955.21,101
358,1,1,133.18466,512.42,195.76,0.19,9400.36,1116,5728.29,63
359,1,"1, 3",625.69932,4285.42,341.38,3.43,7312.8,8468,1307.68,88
360,8,"1, 3",270.15221,277.27,148.17,1.11,9175.3,1139,3814.61,59
361,3,"1, 3",638.056,2214.88,142.54,0.29,21373.41,1016,7440.71,45
362,10,,376.02785,1218.77,83.78,0.63,7421.26,1194,2049.16,151
363,10,,176.85663,3281.4,108.43,1.12,3446.17,2403,2266.23,304
364,3,"1, 2, 3",454.562,281.36,289.97,3.51,2258.5,1706,703.86,159
365,3,"2, 4, 5",437.43224,118.07,114.01,1.3,5825.17,1749,3553.96,229
366,10,,634.94878,831.06,84.5,2.35,2631.13,2094,1433.79,48
367,7,"1, 3",162.86525,683.53,314.56,1.11,2666.74,3234,2023.94,106
368,1,1,119.07024,3676.88,345.67,0.44,5063.41,2294,4898.19,57
369,6,3,633.77997,1331.85,187.69,1.14,2804.88,1922,632.8,179
370,10,,731.86145,1650.78,118.67,1.49,3692.5,1837,1525.26,241
371,7,"3, 4",409.47932,1435.22,88.97,0.94,4435.01,1294,2970.3,68
372,,,286.62191,2320.25,75.6,3.84,4499.92,1790,1035.64,200
373,7,"4, 5",598.22057,2945.99,108.95,1.7,6603.91,4860,1245.99,100
374,9,,829.05773,1644.54,352.58,0.8,3879.16,1078,1403.59,180
375,5,,362.26472,1267.47,243.23,0.55,7373.15,1378,2721.88,65
376,3,,837.67728,902.81,99.92,0.6,4266.86,3860,1734,127
377,5,1,263.52902,543.79,457.02,2.32,3841.58,1238,1687.3,64
378,5,"3, 4, 5",621.22535,1473.45,32.58,2.22,2989.18,3277,1073.23,148
379,7,1,746.7529,1010.77,484.15,1.5,12803.91,1154,3692.09,171
380,5,"1, 2, 7",222.28747,538.98,42.69,3.37,3380.14,1673,1011.47,58
381,5,,187.22665,655.13,188.96,1.39,3144.61,2043,1807.32,176
382,5,,670.64017,1499.97,78.51,5.7,2816.79,3058,1162.05,96
383,5,,234.78217,456.7,100.71,7.09,632.24,2772,440.17,155
384,7,5,165.57878,163.6,143.14,0.45,133.95,12500,1977.41,249
385,1,,883.95776,378.76,90.64,0.97,4881.33,1693,2569.67,194
386,10,,539.41965,2105.59,64.8,0.55,11293.61,1219,2448.9,128
387,1,,577.719,1022.72,57.17,13.69,3462.77,1872,579.35,133
388,10,,342.80598,3154.72,50.52,0.96,5776.58,1191,1567.38,139
389,3,,234.77462,2603.54,325.52,0.36,11371.39,1296,4187.29,90
390,8,,501.12162,276.77,57.78,8.33,1837.31,2823,993.15,200
391,7,4,231.41964,2526.37,614.87,1.26,15675.06,838,2801.29,91
392,8,,461.77229,3237.89,418.83,1.11,4836.11,1483,3025.96,82
393,2,"3, 5",241.89495,1483.21,49.38,0.67,1631.75,1460,1443.74,80
394,6,4,787.03032,1191.26,47.56,0.99,3849.25,2463,1512.39,208
395,8,,475.32979,2933.32,83.35,0.49,10034.81,1566,5490.03,57
396,6,,831.63736,846.78,48.24,1.08,3460.35,1934,1326.87,80
397,6,"1, 3",286.05251,428.43,34.71,1.68,4579.72,1808,490.89,131
398,5,3,221.74269,330.24,23.4,1.75,801.26,6734,315.22,153
399,1,7,242.99767,1735.4,133.75,2.05,3115.93,1864,1521.22,94
400,3,"3, 4",297.09699,532.31,50.18,2.29,1315.19,1476,306.88,86
401,5,"1, 4",101.88127,111.1,110.17,2.05,265.52,5611,379.93,557
402,1,,477.35163,573.61,82.88,1.23,2693.69,2022,567.46,273
403,7,"3, 4",456.31057,3403.77,136.66,0.96,6345.44,1282,2846.29,92
404,9,,611.14196,11313.57,623.1,0.71,46035.65,1128,5485.24,53
405,1,,824.88741,5137.45,100.13,0.66,7533.97,1562,2018.92,62
406,8,"1, 2, 3",428.12051,1237.55,46.83,0.33,8955.36,1361,2490.31,125
407,7,,866.05134,1463.67,176.96,1.36,3950.31,1535,1336.75,119
408,9,,599.85023,1023.96,110.53,1.76,2615.15,2456,1526.69,214
409,7,4,137.49353,1382.71,54.42,2.64,6255.94,1304,4861.17,70
410,10,,437.27446,817.1,96.09,1.4,926.08,3085,540.12,315
411,1,"3, 4, 5",591.11877,1128.05,139.88,0.42,7700.46,1020,3659.81,90
412,7,"1, 2",421.32557,4259.33,110.27,0.49,4636.37,2554,3150.34,111
413,5,,271.11025,375.36,251.52,0.89,1084.38,1056,2676.24,145
414,10,,401.38331,942.9,183.97,0.66,2321.14,2294,1224.89,177
415,1,,457.38019,5264.19,232.4,0.31,10767.83,2470,2089.01,46
416,3,3,409.25994,508.43,48.39,3.29,903.72,3861,521.2,451
417,1,3,628.05236,1393.29,78.6,3.06,1499.49,3190,1025.84,147
418,10,,258.54048,3122.82,1426.75,1.66,2988.63,1741,2010.1,52
419,1,"1, 3, 4, 5",432.63863,221.57,99.87,1.02,1869.08,1508,2253.09,88
420,8,"3, 4",338.2374,2136.25,228.8,0.91,4632.86,1492,1050.47,95
421,6,,517.97044,4272.25,95.16,1.18,7899.42,1334,668.25,52
422,8,,206.73499,3767.84,155.67,0.73,6272.96,1697,1549.5,421
423,6,,195.88126,15632.96,364.62,0.52,23200.99,820,2606.08,57
424,3,"1, 3, 4, 5",331.04361,443.33,184.32,2.54,1864.71,2506,1583.12,162
425,3,,247.2422,88.36,48.2,3.01,661.28,1860,527.33,430
426,5,2,489.65702,1781.9,133.37,1.41,4441.68,4016,1781.32,122
427,5,"1, 4",357.0484,152.22,36.75,1.15,7250.52,1230,1604.25,373
428,7,,189.81459,631.02,30.22,3.3,3926.6,1810,1211.29,203
429,1,,159.78622,637.85,138.34,2.91,1219.5,2754,542.95,364
430,1,,296.33615,422.72,63.7,1.89,5266.57,2026,1421.33,210
431,1,"1, 3",162.6634,869.17,48.51,0.28,1557.52,1638,616.56,43
432,1,"1, 3, 4",190.70115,2518.9,74.52,10.44,4878.62,1781,3112.33,185
433,1,"3, 4, 5",121.58627,6286.36,193.71,2.8,2001.57,3375,1692.42,138
434,1,,801.24546,2973.07,259.12,1.67,6383.76,1437,2824.37,113
435,10,,180.08837,6463.18,64.43,1.15,12842.06,988,4512.4,39
436,10,,286.71136,2011.13,125.43,1.74,4919.74,1164,1500.85,140
437,8,3,778.31274,1102.28,73.49,1.53,8227.93,1424,1623.49,104
438,1,"3, 4, 5",477.46991,951.44,211.82,0.63,3609.93,1379,1295.9,201
439,8,"3, 4, 5",407.90592,367.47,45.18,2.74,6347.15,1544,2340.77,107
440,9,,235.75423,1822.54,39.52,1.38,8226.9,861,1994.84,203
441,8,3,860.62615,6029.09,331.76,0.26,16255.94,1054,5330.41,76
442,2,,141.634,4863.49,242.9,0.41,6743.55,1458,995.59,107
443,3,"1, 3, 4",332.4124,878.47,95.6,0.85,2641.62,2811,298.33,222
444,3,,133.12722,557.61,96.25,2.58,1151.84,3312,415.88,267
445,10,,268.43816,2670,120.99,0.4,3822.87,1438,1183.22,407
446,6,3,468.40499,1539.65,342.06,0.9,9487.44,1184,2480.08,39
447,1,7,255.09862,1123.47,67.14,1.97,11325.07,1817,2286.68,108
448,8,3,479.69618,5784.19,231.88,0.15,6147.4,1723,4019.12,47
449,9,,156.77361,3056.34,79.07,1.52,5364.05,1935,1086.93,51
450,10,,689.51248,4204.79,656.95,0.31,9896.34,1114,9915.94,57
451,4,,421.16987,1201.85,147.45,1.53,3709.16,1218,2561.67,78
452,3,"2, 3, 4",589.02828,1479.98,168.26,2.09,2181.09,2065,2072.98,193
453,1,,589.26081,4428.78,88.12,2.67,5625.01,4107,4787.5,108
454,10,,135.27388,850,80.54,1.15,2409.79,2473,3419.73,345
455,5,,366.29304,632.94,74.02,1.4,4810.28,1699,842.49,175
456,1,"1, 2, 3, 4, 5",101.75285,3157.03,266.9,2.47,7105.61,1403,1363.48,250
457,8,,557.93911,638.82,62.59,1.15,2759.77,1898,1594.17,91
458,10,,351.7932,1018.38,114.76,0.66,760.14,4026,1236.33,339
459,10,,302.32541,891.88,10.06,3.25,1082.74,3441,123.68,191
460,"1, 6",,190.05419,13188.11,117.64,0.83,11146.57,746,1636,88
461,6,,396.88852,720.5,61.69,2.65,717.7,3842,653.37,663
462,1,1,566.968,2677.88,131.6,0.77,9619.24,1125,2957.25,89
463,8,1,494.71064,6090.77,102.31,0.14,23708.36,1038,2760.98,55
464,3,1,394.17707,4067.88,429.84,1.62,4934.85,1287,2435.29,107
465,6,"3, 4, 5",161.59232,374.82,139.75,3.71,2644.08,1829,1165.2,222
466,10,,547.30863,1689.96,92.64,2.66,12363.06,1306,1491.7,145
467,1,3,433.76436,1384.58,77.47,0.63,5047.98,1616,2823.39,133
468,8,1,561.98721,3264.98,33.92,1.43,6477.73,1157,1411.67,168
469,1,"1, 2, 3, 4, 5, 6",173.8687,938.37,34.57,2.12,1364.63,5570,2702.56,282
470,10,,343.04529,4975.82,81.68,1.97,8902.34,1271,2072.46,105
471,8,,118.82282,480,99.29,2.68,2012.09,2063,2539.82,141
472,5,,668.14001,1125.35,379.66,1.81,2872.36,2637,1484.29,92
473,8,4,144.63675,1196.4,365.48,7.05,7250.43,1179,842.67,228
474,7,,129.42676,595.72,55.53,1.61,816.95,1924,519.51,181
475,3,1,558.42051,3735.76,190.82,0.64,3760.7,3485,1550.79,71
476,5,4,837.38908,3203.14,223,0.6,3908.85,1760,1693.91,145
477,1,"0, 1, 7",238.34815,394.19,116.83,0.66,3426.2,1721,2821.92,90
478,10,,164.07157,3117.92,30.63,1.19,10357.98,1044,4923.05,48
479,3,1,107.7545,611.1,209.55,3.8,1246.33,2087,1428.8,129
480,0,,298.27345,301.39,80.51,1.22,7273.17,2128,1805.21,133
481,10,,769.47862,5437.2,57.14,1.49,7369.9,1491,1730.1,172
482,10,,508.0655,612.32,104.88,2.25,2279.32,2880,615.3,148
483,5,,277.57617,1174.45,82.98,2.74,2993.69,2211,1424.33,228
484,5,"1, 2, 3",222.88889,19112.75,122.14,0.61,31526.94,615,3906.31,45
485,6,"3, 4",428.0624,4319.38,69.55,0.8,4100.92,1101,4680.67,49
486,10,,671.58196,1080.22,201.3,0.62,8496.44,1110,216.07,101
487,9,,455.93644,8910.14,136.45,0.47,13738.79,1258,2661.19,62
488,7,"1, 2, 3, 4, 5",421.03055,515.54,70.38,3.21,1632.83,1668,1008.4,140
489,1,7,556.61197,298.56,50.91,1.51,2038.1,2902,552.35,400
490,5,"1, 4, 5",644.35039,2653.42,65.47,3.01,7488.38,2132,1162.39,249
491,1,7,340.13613,1748.86,130.59,2.35,3968.49,2496,2325.38,171
492,***** ** ***,,479.50838,8675.19,230.06,0.33,6818.51,1562,2797.14,52
493,5,"3, 4",602.48397,1041.55,43.09,0.82,1856.18,2079,1237.32,261
494,3,"3, 4",264.9913,1345.8,132.41,3.86,2063.41,2210,1646.18,101
495,10,,766.1256,2178.37,249.89,5.38,3790.51,1803,943.49,157
496,5,1,158.23136,795.38,104.45,0.55,888.17,1416,1769.17,71
497,2,3,494.01547,1269.64,342.07,4.51,8762.35,1094,1802.7,410
498,10,,293.50475,836.97,343.43,1.44,2101.01,5557,2479.15,47
499,2,,121.6522,168.26,72.24,0.6,4405.81,854,931.87,60
500,1,,719.80079,1720.88,202.49,0.86,1876.74,2127,1479.38,145
501,2,"1, 2, 3, 4, 5",369.78686,729.44,76.15,2.16,4044.31,1504,1029.47,228
502,10,,645.99985,1179.08,109.28,0.44,4915.3,1224,1607.85,354
503,5,"4, 5",811.16217,1195.8,260.29,0.3,12714.18,1536,2568.78,55
504,1,,187.23197,1620.92,29.22,1.52,1721.18,2649,610.7,259
505,1,3,495.35912,3818.44,378.65,3.52,5721.62,1676,1725.77,126
506,3,3,327.69114,1505.91,130.51,2.75,2432.88,2248,1321.05,78
507,7,7,215.26879,490.33,209.8,1.87,1438.24,1937,2325.04,59
508,9,,115.90871,11199.3,80.65,2.62,7186.16,1054,1539.02,117
509,6,3,474.5106,5571.45,163.34,0.82,12472.24,1897,4233.45,67
510,7,,391.294,1841.53,520.47,0.82,7190.81,1491,2774.97,103
511,7,"1, 3",166.57112,1248.12,94.11,0.92,7202.3,1430,1829.55,70
512,4,,119.81994,375.11,84.68,2.11,2589.55,895,1950.34,76
513,9,,188.37488,458.82,61.97,0.56,6355.72,1077,2453.03,96
514,3,"1, 3",329.7881,389.62,101.02,2.19,2488.55,1810,2117.48,57
515,4,,863.46011,8880.42,140.03,0.12,8480.39,1574,682.25,126
516,2,,219.37649,1328.11,520.09,5.19,4040.53,1398,1785.41,76
517,1,,138.40861,2202.66,66.9,2.09,4421.86,1511,701.61,67
518,9,,744.92512,616.35,164.08,0.58,2550.95,3794,3133.16,67
519,10,,169.88611,530.4,238.76,1.29,1442.65,10113,911.88,100
520,5,,143.06428,199.18,39.6,1.22,1067.77,1163,616.1,301
521,10,,556.75471,3013.68,141.81,2.06,4464.15,1457,2080.89,80
522,4,,411.18896,250.07,135.16,2.44,2337.38,2367,1614.82,124
523,7,"1, 3",275.02881,2070.38,125.87,0.52,12071,1668,392.68,284
524,3,,271.66348,116.94,17.6,3.06,2011.23,1669,1037.26,169
525,9,,403.12917,1031.35,145.59,0.73,4960.64,1441,2626.37,58
526,10,,829.93547,483.46,79.59,8.28,1561.17,5646,261.53,197
527,8,"4, 5",411.5314,67.99,43.87,3.35,209.65,5716,154.66,1691
528,7,"1, 3, 4",292.00501,3149.18,410.99,0.62,11406.55,955,1652.08,183
529,5,,178.57709,583.69,156.65,1.72,3221.65,1676,1150.03,156
530,1,1,378.04925,5829.4,161.49,0.14,11693.4,1196,2148.25,104
531,1,"1, 4",786.35939,1122.78,42.49,1.36,1438.05,3069,868.87,268
532,5,"1, 3, 4",485.03657,474.59,137.67,1.38,3153.28,2038,4034.43,88
533,3,4,306.94617,632.56,334.93,1.61,2031.17,1986,875.24,147
534,1,"1, 2, 3, 4",172.8702,5182.66,386.06,0.61,8474.3,1540,2786.34,80
535,6,1,723.78181,666.09,405.19,0.67,2458.91,2206,898.87,54
536,1,"1, 2, 3",648.38379,2794.75,100.52,0.32,3430.47,1513,1566.07,256
537,1,,311.91425,518.01,29.38,2.1,1063.33,2156,468.5,522
538,1,,212.2729,574.18,237.12,0.96,983.31,3155,753.1,297
539,7,3,238.0177,1517.55,241.6,1.02,10175.34,1518,3360.28,47
540,10,,165.1718,617.78,100.68,0.67,4404.35,1199,1827.28,66
541,10,,639.09228,5803.06,295.83,0.39,8141.32,1192,1916.15,63
542,1,"4, 7",812.97758,1134.97,242.13,1.51,1739.04,6272,1861.75,158
543,4,3,716.31523,1775.74,74,1.04,12655.29,1023,12198.21,63
544,7,,417.0291,1589.51,260.13,0.25,7306.98,1305,1738.15,63
545,3,,221.61232,1002.32,181.67,1.99,3482.18,1246,2161.11,91
546,1,"1, 3, 4",267.03604,503.28,76.22,2.55,586.81,2152,1068.05,32
547,1,,222.87461,1404.51,224.14,1.27,7764.63,859,3735.87,46
548,7,3,373.38584,125.97,123.61,3.08,1931.6,1623,931.58,173
549,3,,713.88308,3775.08,46.37,3.21,974.61,1960,678.04,217
550,2,,660.77605,89.46,16.55,1.45,249.45,2528,581.22,423
551,10,,107.80719,2118.17,356.35,3.46,7615.33,2037,3096.08,26
552,10,,240.66049,5337.89,167.45,0.89,1223.86,1705,2640.57,58
553,1,"1, 2, 3, 4, 5",386.07804,265.74,142.68,2.69,1315.56,2309,475.42,992
554,1,4,317.10833,1414.48,161.64,4.12,5898.86,3033,1154.94,549
555,2,7,146.67678,579.96,44.28,1.22,5463.58,2790,1874.87,91
556,9,,646.1668,1270.44,172.91,0.99,6609.79,1371,3086.38,215
557,6,,655.86922,1719.2,55.69,0.9,4523.56,1243,883.16,110
558,10,,171.64939,553.57,358.58,5.18,9383.27,1035,2841.4,71
559,3,4,533.80822,756.51,97.45,2.54,1938.25,2704,1011.99,252
560,7,,772.48264,601,95.02,2.63,2665.64,2637,891.09,220
561,6,,750.1816,7623.35,159.95,0.86,6853.55,1111,2982.92,118
562,1,1,131.89206,1118.61,191.25,5.74,4778.33,2600,1133.76,139
563,5,"1, 4, 5",656.30803,1395.28,114.07,4.73,2461.43,2692,1356.39,107
564,2,"1, 4, 7",557.32381,5498.68,321.69,2.28,11282.19,1341,2295.01,105
565,1,,359.20366,6756.94,306.16,1.02,8714.76,2014,3605.25,236
566,1,"3, 4, 5",720.14921,4957.26,59.81,0.89,3199.13,1797,2062.19,93
567,9,,266.28961,2089.79,132.59,1.13,2959.87,2723,1552.16,119
568,2,"1, 3, 4, 5",627.27418,618.07,448.42,0.7,15714.69,1025,2763.63,48
569,8,7,186.92655,1021.26,265.95,7.86,1288.77,2608,760.58,82
570,10,,559.73866,2823.37,301.56,2.34,5229.13,1324,4438.6,75
571,5,"1, 2, 5",758.91706,1294.66,133.77,5.44,1898.44,2004,1566.27,87
572,10,,153.1942,90.83,13.58,9.32,262.27,611,67.88,71
573,8,1,176.36705,2709.52,75.62,3.22,29271.58,479,6202.27,75
574,8,1,355.31428,4728.55,131.48,0.52,7894.1,1070,2164.58,111
575,3,,116.66407,891.73,346.94,0.83,1645.32,2353,1800.52,282
576,7,,885.37609,3230.86,92.84,1.52,5407.5,1935,2369.43,50
577,10,,263.18589,5978.97,167.89,0.56,9199.59,1632,2721.19,241
578,8,1,291.27821,825.79,164.29,0.63,6404.44,1616,334.86,132
579,7,5,746.95255,5724.53,91.69,0.22,15872.97,1049,1966.53,86
580,2,,104.49504,650.61,99.39,4.56,2629.62,2671,1913.28,510
581,8,3,117.76711,3418.03,1205.15,2.48,8866.43,1164,2168.65,67
582,8,,568.81728,4621.73,321.14,0.54,12795.34,1202,4919.42,53
583,10,,366.43237,670.6,119.73,2.34,3210.29,1419,2074.48,51
584,5,"1, 2, 3",115.42843,1025.7,281.63,1.67,37931.95,3574,1675.11,187
585,10,,413.14283,2695.99,59.03,4.03,6916.14,893,1898.33,122
586,1,,244.67164,388.28,94.01,0.43,4123.19,1414,1243.52,255
587,10,,414.47571,3520.61,479.55,0.84,1530.97,2310,2100.38,79
588,10,,222.02096,2760.12,88.36,1.27,3735.63,8811,2265.41,119
589,10,,380.82397,1273.04,286.48,1.2,1492.54,7595,3138.27,187
590,4,"1, 3, 4",565.9816,554.35,65.15,0.72,2281.31,2139,1582.84,142
591,7,1,203.25556,1361.3,276.22,0.44,2155.05,1934,1942.46,46
592,10,,211.33165,802.82,32.96,1.83,1533.76,3032,714.56,176
593,1,,370.49291,3172.24,230.12,1.03,4374.89,2249,268.54,168
594,10,,415.23489,2927.36,347.74,1.93,3957.9,1242,1523.09,77
595,8,,708.4643,4528.48,111.91,2.27,7323.28,1416,4865.61,164
596,9,,470.2263,13607.08,191.23,0.52,24394.92,1081,5006.49,62
597,10,,228.48511,453.11,184.38,18.15,1307.16,7806,579.09,309
598,10,,529.97572,969.02,23.22,0.94,1208.42,1137,839.25,72
599,3,"1, 2, 3, 4",323.16504,1843.18,203.04,0.86,2817.07,1532,1508.64,189
600,5,"1, 3, 4",413.50985,172.01,119.75,0.77,1270.78,5007,966.52,126
601,8,"2, 3",235.32473,2970.47,199.79,1.3,6725.82,1137,2551.09,68
602,10,,105.18963,19630.62,21.62,0.05,29887.46,766,7796.9,25
603,10,,849.35146,2560.92,230.74,0.96,5905.56,1911,1107.22,174
604,7,5,190.39998,641.99,85.14,2.73,4100.4,1607,1799.55,467
605,3,,131.06159,101.9,50.72,6.9,673.86,5770,1559.65,123
606,10,,242.35578,431.9,187.79,0.89,1196.77,1641,2681.14,66
607,3,"1, 4, 5",536.88441,228.94,34.4,2.05,690.54,4368,570.77,486
608,9,,835.17044,2778.88,82.51,1.77,5910.39,1399,2434.24,170
609,10,,119.4242,93.38,216.4,0.18,6760.04,1502,832.91,137
610,10,,137.05819,589.35,150.03,7.24,2452.09,3132,1166.47,151
611,9,,280.50828,696.35,121.5,0.16,13615.23,781,3067.58,69
612,2,"3, 4, 5",183.65602,270.32,78.31,8.96,910.22,4298,533.27,537
613,9,,736.14022,2474.98,56.1,1.82,3134.11,2190,589.97,331
614,8,,539.71544,2281.02,198.86,6.38,6568.46,1361,3360.38,475
615,1,"3, 4, 5",814.28848,3145.15,104.47,0.55,4497.28,2136,1789.4,306
616,5,3,611.23381,1863.55,115.49,1.06,2414.18,1726,1412.64,81
617,1,3,563.6111,2829.99,89.35,1.25,2371.92,2103,2717.46,65
618,4,1,508.25851,486.91,122.88,0.85,6481.97,1305,2681.29,78
619,8,4,223.4703,617.19,72.53,4.65,3774.98,1882,245.63,244
620,5,,564.2628,3849.41,155.14,1.11,5838.22,1872,1162.23,107
621,4,"1, 3",206.34384,285.08,490.76,1.52,721.42,6085,805.17,62
622,1,3,350.55086,784.31,581.83,0.4,3642.14,1862,276.82,114
623,8,,365.91076,1710.61,105.59,1.41,3847.27,1611,2331.74,36
624,7,,315.84195,4419.29,120.79,0.75,11112.47,1174,3566.86,68
625,5,"1, 3",597.61609,7577.94,90.53,0.16,11449.22,1002,3013.3,64
626,3,,250.73484,4046.25,150.89,3.93,7925.98,2468,2505.46,139
627,3,,193.25688,312.97,81.44,0.97,5318.23,1613,1752.48,134
628,10,,554.77902,1038.9,146.22,2.53,3271.53,2131,1461.6,151
629,2,"1, 3",359.80489,873.74,284.78,1.61,3134.91,4117,2497.6,71
630,2,"1, 3, 4",716.93992,72.56,29.6,1.57,802.23,3548,557.14,418
631,6,1,522.27263,10719.02,121.3,0.17,1835.04,1639,1853.61,210
632,1,"1, 3",854.66262,349.62,44.14,2.26,932.71,2487,747.91,338
633,3,,119.08317,353.67,208.16,2.68,1774.31,2445,1650.71,382
634,7,,607.34309,6958.27,690.61,0.47,11471.79,1210,4528.18,50
635,1,1,270.11608,969.05,187.09,4.87,2579.75,2077,1218.37,92
636,3,4,253.9713,931.73,259.74,2.39,3012.56,5744,1790.04,161
637,10,,545.9111,755.53,132.57,0.98,1744.37,2180,1306.01,161
638,10,,364.04355,1259.76,58.26,1.08,7420.82,1903,2078.69,48
639,3,,189.90045,721.64,155.66,2.37,11396.37,2230,3248.88,78
640,1,,240.7313,820.6,56.32,1.76,1205.88,1979,1229.12,173
641,2,"1, 3, 4",500.48015,184,56.58,0.28,3407.78,2313,1579.9,85
642,3,"1, 3, 4",198.4273,2291.27,1119.85,0.1,15771.58,951,6369.09,22
643,2,,317.43289,4431.18,61.95,2.7,7755.67,1760,694.22,170
644,3,6,227.52691,487.66,67.66,1.1,19472.73,1315,2021.99,82
645,5,7,193.84999,227.61,81.11,0.58,3320.08,2080,2657.67,423
646,8,,179.66322,1132.11,88.53,1.46,19519.36,1493,1576.83,345
647,1,"1, 2, 3",480.4988,1099.44,301.31,27.78,1723.82,2769,616.76,245
648,1,,209.89647,1418.95,134.62,1.24,11637.29,792,1183.63,75
649,9,,484.19817,615.55,102.7,2.33,4504.55,4484,1902.8,117
650,1,"1, 3",231.80274,4339.6,277.58,1.22,13526.26,1107,4553.88,223
651,7,"1, 4",229.07819,1617.92,73.09,1.05,2771.14,2246,1666.18,357
652,9,,388.58579,1807.91,53.06,0.36,5357.92,2028,2596.83,203
653,5,,194.20621,2386.97,137.87,2.13,2413.61,1975,1808.63,149
654,10,,235.92142,122.99,35.89,1.72,470.71,2763,110.8,1260
655,2,"1, 3, 4",244.06824,482.27,49.68,0.73,65.75,21392,89.1,70
656,10,,217.36746,1819.53,272.01,0.24,2545.09,2370,1308.72,358
657,1,,164.34518,298.61,62.5,0.47,2755.11,1339,429.21,868
658,1,"0, 3",181.27977,1266.58,148.05,2.41,2640.53,1703,506.89,139
659,3,,190.20195,2029.67,362.14,2.29,4031.42,4307,2568.29,68
660,3,"1, 2, 3",686.74589,3971.66,56.14,1.28,5850.99,1573,1602.72,106
661,10,,187.64843,7413.57,62.32,0.4,7206.97,1352,2142.12,65
662,8,3,865.93698,767.61,175.06,0.96,978.86,3781,1036.95,186
663,3,,635.79024,3895.56,365.71,0.43,13608.25,3036,6116.78,42
664,10,,164.1076,279.48,137.39,4.36,2792.56,3258,862.02,461
665,10,,222.9505,3413.83,114.21,2.08,15222.65,883,1519.35,65
666,10,,495.28826,1910.37,394.6,0.63,8431.1,1531,3079.79,125
667,5,"4, 5",666.29888,1380.5,58.73,0.68,4910.19,1309,624.17,144
668,1,"1, 2, 3",859.85058,1419.03,115.35,1.78,2546.35,2400,1056.21,200
669,3,"2, 3",147.99127,91.71,521.56,1.5,1703.33,1649,758.12,113
670,10,,660.91123,825.57,46.44,1.17,6613.02,1683,4171.64,162
671,5,,421.06098,1447.34,87.01,2.08,3990.49,1825,1326.17,287
672,1,7,296.92524,3428.48,127.92,0.92,5492.01,1342,1529.2,80
673,9,,792.45445,2471.33,159.42,0.88,6176.77,2323,1613.98,67
674,9,,444.54307,939.27,76.13,0.57,8067.45,1090,969.61,58
675,10,,422.17526,3297.84,410.72,0.53,3459.5,1643,1900.73,89
676,1,"1, 3, 4, 5, 7",873.87306,3013.91,303.28,1.25,5177.02,1229,2026.89,97
677,3,"1, 2, 3",291.24049,2873.11,62.65,0.45,9476.63,1114,2668.44,563
678,"3 - дер.Ширяево Волоколамского района, 9 - в Москве",,494.05844,638.49,149.04,3.06,763.87,4300,478.37,237
679,10,,597.02904,1019.11,17.73,2.43,5951.14,1161,2241.94,67
680,1,,292.07061,336.74,528.1,0.96,13952.83,1031,105.95,66
681,10,,155.04921,225.72,149.3,1.3,6186.46,1088,2008.88,101
682,9,,236.45428,2214.8,90.2,5.99,3835.46,1692,1048.6,89
683,2,,152.32784,429.6,103.55,1.13,1656.59,3334,762.71,601
684,10,,112.44879,308.47,51.36,2.48,5190.02,1854,1502.85,268
685,10,,129.48423,355.34,106.93,2.6,14867.09,1246,1074.67,179
686,"10, 9",,309.17551,1554.28,734.21,1.48,5547.02,1364,2237.1,124
687,5,3,772.59978,7484.68,39.73,1.09,8385.51,1808,1567.51,137
688,8,,283.68337,931.08,50.75,0.71,10196.6,1465,1878.65,293
689,2,,661.85465,1252.28,360.1,1.49,8720.16,1191,5272.66,55
690,10,,186.98464,323.15,109.09,0.56,4431.63,3162,2790.79,68
691,3,,586.31781,236.96,53.47,1.47,1439.88,3334,458.51,453
692,3,,416.54597,355.12,115.33,1.61,2651.44,5615,4122.16,99
693,5,7,656.88223,3219.59,186.49,0.36,5001.68,1475,1275.42,113
694,4,"1, 4",432.75269,1403.95,280.55,1.11,6224.51,1691,3261.52,58
695,10,,367.23612,2629.98,138.51,1.18,2524.39,6324,1253.79,195
696,9,,187.09297,2025.77,77.74,5.73,4012.57,2045,1555.61,69
697,10,,313.37648,3562.11,234.29,0.23,20916.25,1289,3040.47,37
698,10,,502.3856,1732.89,71.7,1.64,2758.57,1989,1926.25,230
699,10,,144.72245,5896.83,404.29,1.38,13738.64,1664,2587.5,52
700,3,"3, 4",329.24119,470.84,139.35,1.14,5761.47,1349,4508.91,80
701,10,,770.56213,862.2,125.34,4.42,1234.37,2860,1450.39,90
702,10,,206.36018,119.71,17.14,2.99,391.17,3434,291.34,551
703,4,"1, 3, 4",510.934,3385.92,60.41,0.54,5395.79,2115,1329.03,425
704,10,,216.13204,467.82,23,4.8,737.7,4127,254.48,528
705,1,,252.18211,655.22,96.03,2.26,5050.77,3179,1420.76,139
